task,suite name,condition,prompt,completion,log_prob,prediction
63,center_embed,implaus, The water that the chef,evaporated,tensor(-6.3515),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
63,center_embed,implaus, The water that the chef evaporated,needed,tensor(-10.0194),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
64,center_embed,plaus, The tree that the old man,cut,tensor(-14.3333),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
64,center_embed,plaus, The tree that the old man cut,fell,tensor(-6.7827),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
64,center_embed,implaus, The tree that the old man,fell,tensor(-6.8466),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
64,center_embed,implaus, The tree that the old man fell,cut,tensor(-15.9998),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
65,center_embed,plaus, The letter that the author,wrote,tensor(-6.6263),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
65,center_embed,plaus, The letter that the author wrote,arrived,tensor(-6.3989),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
65,center_embed,implaus, The letter that the author,arrived,tensor(-5.6619),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
65,center_embed,implaus, The letter that the author arrived,wrote,tensor(-10.6518),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
66,center_embed,plaus, The glass that the athlete,hit,tensor(-15.1720),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
66,center_embed,plaus, The glass that the athlete hit,cracked,tensor(-4.3416),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
66,center_embed,implaus, The glass that the athlete,cracked,tensor(-6.0876),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
66,center_embed,implaus, The glass that the athlete cracked,hit,tensor(-16.0242),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
67,center_embed,plaus, The bomb that the terrorist,built,tensor(-15.9166),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
67,center_embed,plaus, The bomb that the terrorist built,exploded,tensor(-2.8354),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
67,center_embed,implaus, The bomb that the terrorist,exploded,tensor(-1.3633),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
67,center_embed,implaus, The bomb that the terrorist exploded,built,tensor(-20.3251),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
68,center_embed,plaus, The meat that the man,cooked,tensor(-8.3624),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
68,center_embed,plaus, The meat that the man cooked,burned,tensor(-7.9958),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
68,center_embed,implaus, The meat that the man,burned,tensor(-7.8019),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
68,center_embed,implaus, The meat that the man burned,cooked,tensor(-8.5621),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
69,center_embed,plaus, The sugar that the visitor,bought,tensor(-8.6153),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
69,center_embed,plaus, The sugar that the visitor bought,dissolved,tensor(-4.5614),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
69,center_embed,implaus, The sugar that the visitor,dissolved,tensor(-5.2021),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
69,center_embed,implaus, The sugar that the visitor dissolved,bought,tensor(-11.1064),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
70,center_embed,plaus, The pants that the woman,bought,tensor(-9.7067),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
70,center_embed,plaus, The pants that the woman bought,ripped,tensor(-8.6845),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
70,center_embed,implaus, The pants that the woman,ripped,tensor(-9.1659),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
70,center_embed,implaus, The pants that the woman ripped,bought,tensor(-10.4018),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
71,center_embed,plaus, The toilet that the worker,fixed,tensor(-14.3679),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
71,center_embed,plaus, The toilet that the worker fixed,clogged,tensor(-5.6915),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
71,center_embed,implaus, The toilet that the worker,clogged,tensor(-7.6950),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
71,center_embed,implaus, The toilet that the worker clogged,fixed,tensor(-17.9368),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
72,center_embed,plaus, The window that the boy,wiped,tensor(-4.6498),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
72,center_embed,plaus, The window that the boy wiped,shattered,tensor(-5.6540),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
72,center_embed,implaus, The window that the boy,shattered,tensor(-6.1288),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
72,center_embed,implaus, The window that the boy shattered,wiped,tensor(-7.2409),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
73,center_embed,plaus, The child that the shadow,frightened,tensor(-5.8852),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
73,center_embed,plaus, The child that the shadow frightened,yelled,tensor(-8.2561),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
73,center_embed,implaus, The child that the shadow,yelled,tensor(-10.5678),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
73,center_embed,implaus, The child that the shadow yelled,frightened,tensor(-6.1505),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
74,reflexive_prep_fem,match_sing, The author next to the senators hurt,herself,tensor(-11.5435),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
74,reflexive_prep_fem,mismatch_sing, The author next to the senators hurt,themselves,tensor(-4.3095),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
74,reflexive_prep_fem,match_plural, The authors next to the senator hurt,themselves,tensor(-4.0726),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
74,reflexive_prep_fem,mismatch_plural, The authors next to the senator hurt,herself,tensor(-10.9309),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
75,reflexive_prep_fem,match_sing, The pilot behind the teachers injured,herself,tensor(-5.8014),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
75,reflexive_prep_fem,mismatch_sing, The pilot behind the teachers injured,themselves,tensor(-3.7597),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
75,reflexive_prep_fem,match_plural, The pilots behind the teacher injured,themselves,tensor(-4.0395),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
75,reflexive_prep_fem,mismatch_plural, The pilots behind the teacher injured,herself,tensor(-6.1156),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
76,reflexive_prep_fem,match_sing, The doctor in front of the guards trusted,herself,tensor(-5.7090),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
76,reflexive_prep_fem,mismatch_sing, The doctor in front of the guards trusted,themselves,tensor(-5.3585),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
76,reflexive_prep_fem,match_plural, The doctors in front of the guard trusted,themselves,tensor(-4.4977),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
76,reflexive_prep_fem,mismatch_plural, The doctors in front of the guard trusted,herself,tensor(-7.5322),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
77,reflexive_prep_fem,match_sing, The farmer near the clerks embarrassed,herself,tensor(-5.5152),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
77,reflexive_prep_fem,mismatch_sing, The farmer near the clerks embarrassed,themselves,tensor(-3.4988),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
77,reflexive_prep_fem,match_plural, The farmers near the clerk embarrassed,themselves,tensor(-3.4679),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
77,reflexive_prep_fem,mismatch_plural, The farmers near the clerk embarrassed,herself,tensor(-5.9059),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
78,reflexive_prep_fem,match_sing, The manager to the side of the architects disguised,herself,tensor(-5.4155),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
78,reflexive_prep_fem,mismatch_sing, The manager to the side of the architects disguised,themselves,tensor(-3.9237),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
78,reflexive_prep_fem,match_plural, The managers to the side of the architect disguised,themselves,tensor(-3.9087),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
78,reflexive_prep_fem,mismatch_plural, The managers to the side of the architect disguised,herself,tensor(-5.9089),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
79,reflexive_prep_fem,match_sing, The customer across from the athletes hated,herself,tensor(-4.9383),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
79,reflexive_prep_fem,mismatch_sing, The customer across from the athletes hated,themselves,tensor(-5.2968),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
79,reflexive_prep_fem,match_plural, The customers across from the athlete hated,themselves,tensor(-4.6649),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
79,reflexive_prep_fem,mismatch_plural, The customers across from the athlete hated,herself,tensor(-5.9564),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
80,reflexive_prep_fem,match_sing, The officer next to the actors doubted,herself,tensor(-6.2111),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
80,reflexive_prep_fem,mismatch_sing, The officer next to the actors doubted,themselves,tensor(-4.4714),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
80,reflexive_prep_fem,match_plural, The officers next to the actor doubted,themselves,tensor(-4.1410),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
80,reflexive_prep_fem,mismatch_plural, The officers next to the actor doubted,herself,tensor(-6.8408),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
81,reflexive_prep_fem,match_sing, The teacher behind the ministers hurt,herself,tensor(-11.4916),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
81,reflexive_prep_fem,mismatch_sing, The teacher behind the ministers hurt,themselves,tensor(-4.3599),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
81,reflexive_prep_fem,match_plural, The teachers behind the minister hurt,themselves,tensor(-3.5297),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
81,reflexive_prep_fem,mismatch_plural, The teachers behind the minister hurt,herself,tensor(-10.5519),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
82,reflexive_prep_fem,match_sing, The senator in front of the actors injured,herself,tensor(-5.2102),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
82,reflexive_prep_fem,mismatch_sing, The senator in front of the actors injured,themselves,tensor(-3.8455),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
82,reflexive_prep_fem,match_plural, The senators in front of the actor injured,themselves,tensor(-3.5753),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
82,reflexive_prep_fem,mismatch_plural, The senators in front of the actor injured,herself,tensor(-6.0567),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
83,reflexive_prep_fem,match_sing, The consultant near the secretaries suspected,herself,tensor(-6.1052),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
83,reflexive_prep_fem,mismatch_sing, The consultant near the secretaries suspected,themselves,tensor(-4.8027),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
83,reflexive_prep_fem,match_plural, The consultants near the secretary suspected,themselves,tensor(-4.5938),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
83,reflexive_prep_fem,mismatch_plural, The consultants near the secretary suspected,herself,tensor(-6.2435),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
84,reflexive_prep_fem,match_sing, The guard to the side of the executives embarrassed,herself,tensor(-5.4258),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
84,reflexive_prep_fem,mismatch_sing, The guard to the side of the executives embarrassed,themselves,tensor(-3.9326),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
84,reflexive_prep_fem,match_plural, The guards to the side of the executive embarrassed,themselves,tensor(-3.5857),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
84,reflexive_prep_fem,mismatch_plural, The guards to the side of the executive embarrassed,herself,tensor(-5.7506),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
85,reflexive_prep_fem,match_sing, The clerk across from the authors disguised,herself,tensor(-5.1121),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
85,reflexive_prep_fem,mismatch_sing, The clerk across from the authors disguised,themselves,tensor(-4.1974),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
85,reflexive_prep_fem,match_plural, The clerks across from the author disguised,themselves,tensor(-4.0155),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
85,reflexive_prep_fem,mismatch_plural, The clerks across from the author disguised,herself,tensor(-6.0797),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
86,reflexive_prep_fem,match_sing, The architect next to the pilots hated,herself,tensor(-5.6328),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
86,reflexive_prep_fem,mismatch_sing, The architect next to the pilots hated,themselves,tensor(-5.0451),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
86,reflexive_prep_fem,match_plural, The architects next to the pilot hated,themselves,tensor(-4.4341),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
86,reflexive_prep_fem,mismatch_plural, The architects next to the pilot hated,herself,tensor(-6.0796),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
87,reflexive_prep_fem,match_sing, The athlete behind the doctors doubted,herself,tensor(-5.0931),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
87,reflexive_prep_fem,mismatch_sing, The athlete behind the doctors doubted,themselves,tensor(-3.9446),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
87,reflexive_prep_fem,match_plural, The athletes behind the doctor doubted,themselves,tensor(-4.0034),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
87,reflexive_prep_fem,mismatch_plural, The athletes behind the doctor doubted,herself,tensor(-6.0223),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
88,reflexive_prep_fem,match_sing, The actor in front of the farmers hurt,herself,tensor(-12.3020),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
88,reflexive_prep_fem,mismatch_sing, The actor in front of the farmers hurt,themselves,tensor(-4.0381),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
88,reflexive_prep_fem,match_plural, The actors in front of the farmer hurt,themselves,tensor(-3.6365),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
88,reflexive_prep_fem,mismatch_plural, The actors in front of the farmer hurt,herself,tensor(-11.9994),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
89,reflexive_prep_fem,match_sing, The minister near the managers injured,herself,tensor(-5.8640),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
89,reflexive_prep_fem,mismatch_sing, The minister near the managers injured,themselves,tensor(-3.9191),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
89,reflexive_prep_fem,match_plural, The ministers near the manager injured,themselves,tensor(-3.7920),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
89,reflexive_prep_fem,mismatch_plural, The ministers near the manager injured,herself,tensor(-6.0377),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
90,reflexive_prep_fem,match_sing, The taxi driver to the side of the customers suspected,herself,tensor(-6.1720),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
90,reflexive_prep_fem,mismatch_sing, The taxi driver to the side of the customers suspected,themselves,tensor(-4.5416),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
90,reflexive_prep_fem,match_plural, The taxi drivers to the side of the customer suspected,themselves,tensor(-4.1936),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
90,reflexive_prep_fem,mismatch_plural, The taxi drivers to the side of the customer suspected,herself,tensor(-6.0298),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
91,reflexive_prep_fem,match_sing, The secretary across from the officers embarrassed,herself,tensor(-5.0527),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
91,reflexive_prep_fem,mismatch_sing, The secretary across from the officers embarrassed,themselves,tensor(-3.9001),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
91,reflexive_prep_fem,match_plural, The secretaries across from the officer embarrassed,themselves,tensor(-3.4884),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
91,reflexive_prep_fem,mismatch_plural, The secretaries across from the officer embarrassed,herself,tensor(-5.2013),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
92,reflexive_prep_fem,match_sing, The executive next to the teachers disguised,herself,tensor(-4.9322),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
92,reflexive_prep_fem,mismatch_sing, The executive next to the teachers disguised,themselves,tensor(-3.5945),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
92,reflexive_prep_fem,match_plural, The executives next to the teacher disguised,themselves,tensor(-3.8333),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
92,reflexive_prep_fem,mismatch_plural, The executives next to the teacher disguised,herself,tensor(-5.3537),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
93,reflexive_prep_masc,match_sing, The author next to the senators hurt,himself,tensor(-6.3017),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
93,reflexive_prep_masc,mismatch_sing, The author next to the senators hurt,themselves,tensor(-4.3095),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
93,reflexive_prep_masc,match_plural, The authors next to the senator hurt,themselves,tensor(-4.0726),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
93,reflexive_prep_masc,mismatch_plural, The authors next to the senator hurt,himself,tensor(-6.5253),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
94,reflexive_prep_masc,match_sing, The pilot behind the teachers injured,himself,tensor(-6.5701),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
94,reflexive_prep_masc,mismatch_sing, The pilot behind the teachers injured,themselves,tensor(-3.7597),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
94,reflexive_prep_masc,match_plural, The pilots behind the teacher injured,themselves,tensor(-4.0395),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
94,reflexive_prep_masc,mismatch_plural, The pilots behind the teacher injured,himself,tensor(-7.2930),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
95,reflexive_prep_masc,match_sing, The doctor in front of the guards suspected,himself,tensor(-8.5932),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
95,reflexive_prep_masc,mismatch_sing, The doctor in front of the guards suspected,themselves,tensor(-5.2818),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
95,reflexive_prep_masc,match_plural, The doctors in front of the guard suspected,themselves,tensor(-4.6632),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
95,reflexive_prep_masc,mismatch_plural, The doctors in front of the guard suspected,himself,tensor(-10.7713),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
96,reflexive_prep_masc,match_sing, The farmer near the clerks embarrassed,himself,tensor(-6.6905),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
96,reflexive_prep_masc,mismatch_sing, The farmer near the clerks embarrassed,themselves,tensor(-3.4988),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
96,reflexive_prep_masc,match_plural, The farmers near the clerk embarrassed,themselves,tensor(-3.4679),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
96,reflexive_prep_masc,mismatch_plural, The farmers near the clerk embarrassed,himself,tensor(-7.6216),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
97,reflexive_prep_masc,match_sing, The manager to the side of the architects disguised,himself,tensor(-7.5340),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
97,reflexive_prep_masc,mismatch_sing, The manager to the side of the architects disguised,themselves,tensor(-3.9237),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
97,reflexive_prep_masc,match_plural, The managers to the side of the architect disguised,themselves,tensor(-3.9087),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
97,reflexive_prep_masc,mismatch_plural, The managers to the side of the architect disguised,himself,tensor(-7.5595),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
98,reflexive_prep_masc,match_sing, The customer across from the athletes hated,himself,tensor(-8.1462),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
98,reflexive_prep_masc,mismatch_sing, The customer across from the athletes hated,themselves,tensor(-5.2968),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
98,reflexive_prep_masc,match_plural, The customers across from the athlete hated,themselves,tensor(-4.6649),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
98,reflexive_prep_masc,mismatch_plural, The customers across from the athlete hated,himself,tensor(-10.8336),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
