task,suite name,condition,prompt,completion,log_prob,prediction
63,center_embed,implaus, The water that the chef,evaporated,tensor(-7.6095),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
63,center_embed,implaus, The water that the chef evaporated,needed,tensor(-8.5571),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
64,center_embed,plaus, The tree that the old man,cut,tensor(-14.5317),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
64,center_embed,plaus, The tree that the old man cut,fell,tensor(-7.0932),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
64,center_embed,implaus, The tree that the old man,fell,tensor(-7.4575),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
64,center_embed,implaus, The tree that the old man fell,cut,tensor(-16.5248),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
65,center_embed,plaus, The letter that the author,wrote,tensor(-5.7249),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
65,center_embed,plaus, The letter that the author wrote,arrived,tensor(-5.5808),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
65,center_embed,implaus, The letter that the author,arrived,tensor(-5.0202),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
65,center_embed,implaus, The letter that the author arrived,wrote,tensor(-8.5348),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
66,center_embed,plaus, The glass that the athlete,hit,tensor(-16.1334),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
66,center_embed,plaus, The glass that the athlete hit,cracked,tensor(-5.3418),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
66,center_embed,implaus, The glass that the athlete,cracked,tensor(-6.2965),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
66,center_embed,implaus, The glass that the athlete cracked,hit,tensor(-14.5761),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
67,center_embed,plaus, The bomb that the terrorist,built,tensor(-15.4693),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
67,center_embed,plaus, The bomb that the terrorist built,exploded,tensor(-3.3678),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
67,center_embed,implaus, The bomb that the terrorist,exploded,tensor(-1.2339),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
67,center_embed,implaus, The bomb that the terrorist exploded,built,tensor(-18.5369),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
68,center_embed,plaus, The meat that the man,cooked,tensor(-7.3413),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
68,center_embed,plaus, The meat that the man cooked,burned,tensor(-7.4830),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
68,center_embed,implaus, The meat that the man,burned,tensor(-8.0897),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
68,center_embed,implaus, The meat that the man burned,cooked,tensor(-7.1587),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
69,center_embed,plaus, The sugar that the visitor,bought,tensor(-7.2486),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
69,center_embed,plaus, The sugar that the visitor bought,dissolved,tensor(-5.0081),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
69,center_embed,implaus, The sugar that the visitor,dissolved,tensor(-5.0835),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
69,center_embed,implaus, The sugar that the visitor dissolved,bought,tensor(-10.4693),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
70,center_embed,plaus, The pants that the woman,bought,tensor(-9.2805),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
70,center_embed,plaus, The pants that the woman bought,ripped,tensor(-7.9091),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
70,center_embed,implaus, The pants that the woman,ripped,tensor(-9.3069),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
70,center_embed,implaus, The pants that the woman ripped,bought,tensor(-9.4485),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
71,center_embed,plaus, The toilet that the worker,fixed,tensor(-16.7864),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
71,center_embed,plaus, The toilet that the worker fixed,clogged,tensor(-6.5758),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
71,center_embed,implaus, The toilet that the worker,clogged,tensor(-7.7100),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
71,center_embed,implaus, The toilet that the worker clogged,fixed,tensor(-17.0465),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
72,center_embed,plaus, The window that the boy,wiped,tensor(-6.1520),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
72,center_embed,plaus, The window that the boy wiped,shattered,tensor(-7.1038),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
72,center_embed,implaus, The window that the boy,shattered,tensor(-5.9751),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
72,center_embed,implaus, The window that the boy shattered,wiped,tensor(-6.4912),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
73,center_embed,plaus, The child that the shadow,frightened,tensor(-6.8056),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
73,center_embed,plaus, The child that the shadow frightened,yelled,tensor(-9.0589),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
73,center_embed,implaus, The child that the shadow,yelled,tensor(-11.0385),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
73,center_embed,implaus, The child that the shadow yelled,frightened,tensor(-6.8113),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
74,reflexive_prep_fem,match_sing, The author next to the senators hurt,herself,tensor(-10.9918),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
74,reflexive_prep_fem,mismatch_sing, The author next to the senators hurt,themselves,tensor(-4.5893),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
74,reflexive_prep_fem,match_plural, The authors next to the senator hurt,themselves,tensor(-3.7252),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
74,reflexive_prep_fem,mismatch_plural, The authors next to the senator hurt,herself,tensor(-11.2560),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
75,reflexive_prep_fem,match_sing, The pilot behind the teachers injured,herself,tensor(-6.3103),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
75,reflexive_prep_fem,mismatch_sing, The pilot behind the teachers injured,themselves,tensor(-4.5199),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
75,reflexive_prep_fem,match_plural, The pilots behind the teacher injured,themselves,tensor(-4.3874),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
75,reflexive_prep_fem,mismatch_plural, The pilots behind the teacher injured,herself,tensor(-6.3222),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
76,reflexive_prep_fem,match_sing, The doctor in front of the guards trusted,herself,tensor(-5.6445),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
76,reflexive_prep_fem,mismatch_sing, The doctor in front of the guards trusted,themselves,tensor(-4.8894),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
76,reflexive_prep_fem,match_plural, The doctors in front of the guard trusted,themselves,tensor(-4.1704),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
76,reflexive_prep_fem,mismatch_plural, The doctors in front of the guard trusted,herself,tensor(-6.5761),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
77,reflexive_prep_fem,match_sing, The farmer near the clerks embarrassed,herself,tensor(-5.5491),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
77,reflexive_prep_fem,mismatch_sing, The farmer near the clerks embarrassed,themselves,tensor(-4.3371),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
77,reflexive_prep_fem,match_plural, The farmers near the clerk embarrassed,themselves,tensor(-3.5890),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
77,reflexive_prep_fem,mismatch_plural, The farmers near the clerk embarrassed,herself,tensor(-5.1952),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
78,reflexive_prep_fem,match_sing, The manager to the side of the architects disguised,herself,tensor(-5.1518),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
78,reflexive_prep_fem,mismatch_sing, The manager to the side of the architects disguised,themselves,tensor(-3.8306),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
78,reflexive_prep_fem,match_plural, The managers to the side of the architect disguised,themselves,tensor(-3.5330),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
78,reflexive_prep_fem,mismatch_plural, The managers to the side of the architect disguised,herself,tensor(-5.2624),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
79,reflexive_prep_fem,match_sing, The customer across from the athletes hated,herself,tensor(-5.4501),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
79,reflexive_prep_fem,mismatch_sing, The customer across from the athletes hated,themselves,tensor(-5.4038),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
79,reflexive_prep_fem,match_plural, The customers across from the athlete hated,themselves,tensor(-4.2195),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
79,reflexive_prep_fem,mismatch_plural, The customers across from the athlete hated,herself,tensor(-6.1560),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
80,reflexive_prep_fem,match_sing, The officer next to the actors doubted,herself,tensor(-6.6478),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
80,reflexive_prep_fem,mismatch_sing, The officer next to the actors doubted,themselves,tensor(-5.3462),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
80,reflexive_prep_fem,match_plural, The officers next to the actor doubted,themselves,tensor(-4.6785),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
80,reflexive_prep_fem,mismatch_plural, The officers next to the actor doubted,herself,tensor(-6.9130),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
81,reflexive_prep_fem,match_sing, The teacher behind the ministers hurt,herself,tensor(-12.0987),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
81,reflexive_prep_fem,mismatch_sing, The teacher behind the ministers hurt,themselves,tensor(-3.8890),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
81,reflexive_prep_fem,match_plural, The teachers behind the minister hurt,themselves,tensor(-3.5204),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
81,reflexive_prep_fem,mismatch_plural, The teachers behind the minister hurt,herself,tensor(-11.3691),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
82,reflexive_prep_fem,match_sing, The senator in front of the actors injured,herself,tensor(-5.0125),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
82,reflexive_prep_fem,mismatch_sing, The senator in front of the actors injured,themselves,tensor(-4.3750),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
82,reflexive_prep_fem,match_plural, The senators in front of the actor injured,themselves,tensor(-3.5925),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
82,reflexive_prep_fem,mismatch_plural, The senators in front of the actor injured,herself,tensor(-5.0885),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
83,reflexive_prep_fem,match_sing, The consultant near the secretaries suspected,herself,tensor(-6.0938),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
83,reflexive_prep_fem,mismatch_sing, The consultant near the secretaries suspected,themselves,tensor(-4.3244),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
83,reflexive_prep_fem,match_plural, The consultants near the secretary suspected,themselves,tensor(-4.1574),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
83,reflexive_prep_fem,mismatch_plural, The consultants near the secretary suspected,herself,tensor(-6.3194),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
84,reflexive_prep_fem,match_sing, The guard to the side of the executives embarrassed,herself,tensor(-5.0519),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
84,reflexive_prep_fem,mismatch_sing, The guard to the side of the executives embarrassed,themselves,tensor(-4.0479),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
84,reflexive_prep_fem,match_plural, The guards to the side of the executive embarrassed,themselves,tensor(-3.6877),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
84,reflexive_prep_fem,mismatch_plural, The guards to the side of the executive embarrassed,herself,tensor(-5.3753),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
85,reflexive_prep_fem,match_sing, The clerk across from the authors disguised,herself,tensor(-5.4090),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
85,reflexive_prep_fem,mismatch_sing, The clerk across from the authors disguised,themselves,tensor(-4.1515),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
85,reflexive_prep_fem,match_plural, The clerks across from the author disguised,themselves,tensor(-3.6990),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
85,reflexive_prep_fem,mismatch_plural, The clerks across from the author disguised,herself,tensor(-5.6450),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
86,reflexive_prep_fem,match_sing, The architect next to the pilots hated,herself,tensor(-6.8435),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
86,reflexive_prep_fem,mismatch_sing, The architect next to the pilots hated,themselves,tensor(-5.4705),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
86,reflexive_prep_fem,match_plural, The architects next to the pilot hated,themselves,tensor(-4.5560),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
86,reflexive_prep_fem,mismatch_plural, The architects next to the pilot hated,herself,tensor(-6.6235),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
87,reflexive_prep_fem,match_sing, The athlete behind the doctors doubted,herself,tensor(-5.0749),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
87,reflexive_prep_fem,mismatch_sing, The athlete behind the doctors doubted,themselves,tensor(-4.5215),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
87,reflexive_prep_fem,match_plural, The athletes behind the doctor doubted,themselves,tensor(-4.4467),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
87,reflexive_prep_fem,mismatch_plural, The athletes behind the doctor doubted,herself,tensor(-5.9389),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
88,reflexive_prep_fem,match_sing, The actor in front of the farmers hurt,herself,tensor(-11.9446),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
88,reflexive_prep_fem,mismatch_sing, The actor in front of the farmers hurt,themselves,tensor(-3.8737),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
88,reflexive_prep_fem,match_plural, The actors in front of the farmer hurt,themselves,tensor(-3.7246),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
88,reflexive_prep_fem,mismatch_plural, The actors in front of the farmer hurt,herself,tensor(-10.8606),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
89,reflexive_prep_fem,match_sing, The minister near the managers injured,herself,tensor(-5.1741),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
89,reflexive_prep_fem,mismatch_sing, The minister near the managers injured,themselves,tensor(-3.8326),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
89,reflexive_prep_fem,match_plural, The ministers near the manager injured,themselves,tensor(-3.3949),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
89,reflexive_prep_fem,mismatch_plural, The ministers near the manager injured,herself,tensor(-5.1149),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
90,reflexive_prep_fem,match_sing, The taxi driver to the side of the customers suspected,herself,tensor(-7.2086),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
90,reflexive_prep_fem,mismatch_sing, The taxi driver to the side of the customers suspected,themselves,tensor(-4.4921),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
90,reflexive_prep_fem,match_plural, The taxi drivers to the side of the customer suspected,themselves,tensor(-4.1228),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
90,reflexive_prep_fem,mismatch_plural, The taxi drivers to the side of the customer suspected,herself,tensor(-6.6085),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
91,reflexive_prep_fem,match_sing, The secretary across from the officers embarrassed,herself,tensor(-4.8208),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
91,reflexive_prep_fem,mismatch_sing, The secretary across from the officers embarrassed,themselves,tensor(-4.1802),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
91,reflexive_prep_fem,match_plural, The secretaries across from the officer embarrassed,themselves,tensor(-3.7048),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
91,reflexive_prep_fem,mismatch_plural, The secretaries across from the officer embarrassed,herself,tensor(-5.1754),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
92,reflexive_prep_fem,match_sing, The executive next to the teachers disguised,herself,tensor(-4.7617),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
92,reflexive_prep_fem,mismatch_sing, The executive next to the teachers disguised,themselves,tensor(-3.5993),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
92,reflexive_prep_fem,match_plural, The executives next to the teacher disguised,themselves,tensor(-3.4012),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
92,reflexive_prep_fem,mismatch_plural, The executives next to the teacher disguised,herself,tensor(-4.8912),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
93,reflexive_prep_masc,match_sing, The author next to the senators hurt,himself,tensor(-5.8177),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
93,reflexive_prep_masc,mismatch_sing, The author next to the senators hurt,themselves,tensor(-4.5893),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
93,reflexive_prep_masc,match_plural, The authors next to the senator hurt,themselves,tensor(-3.7252),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
93,reflexive_prep_masc,mismatch_plural, The authors next to the senator hurt,himself,tensor(-6.6605),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
94,reflexive_prep_masc,match_sing, The pilot behind the teachers injured,himself,tensor(-7.4142),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
94,reflexive_prep_masc,mismatch_sing, The pilot behind the teachers injured,themselves,tensor(-4.5199),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
94,reflexive_prep_masc,match_plural, The pilots behind the teacher injured,themselves,tensor(-4.3874),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
94,reflexive_prep_masc,mismatch_plural, The pilots behind the teacher injured,himself,tensor(-7.9802),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
95,reflexive_prep_masc,match_sing, The doctor in front of the guards suspected,himself,tensor(-9.1134),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
95,reflexive_prep_masc,mismatch_sing, The doctor in front of the guards suspected,themselves,tensor(-4.9075),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
95,reflexive_prep_masc,match_plural, The doctors in front of the guard suspected,themselves,tensor(-4.3798),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
95,reflexive_prep_masc,mismatch_plural, The doctors in front of the guard suspected,himself,tensor(-10.2570),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
96,reflexive_prep_masc,match_sing, The farmer near the clerks embarrassed,himself,tensor(-6.7533),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
96,reflexive_prep_masc,mismatch_sing, The farmer near the clerks embarrassed,themselves,tensor(-4.3371),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
96,reflexive_prep_masc,match_plural, The farmers near the clerk embarrassed,themselves,tensor(-3.5890),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
96,reflexive_prep_masc,mismatch_plural, The farmers near the clerk embarrassed,himself,tensor(-6.7313),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
97,reflexive_prep_masc,match_sing, The manager to the side of the architects disguised,himself,tensor(-6.7943),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
97,reflexive_prep_masc,mismatch_sing, The manager to the side of the architects disguised,themselves,tensor(-3.8306),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
97,reflexive_prep_masc,match_plural, The managers to the side of the architect disguised,themselves,tensor(-3.5330),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
97,reflexive_prep_masc,mismatch_plural, The managers to the side of the architect disguised,himself,tensor(-6.7247),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
98,reflexive_prep_masc,match_sing, The customer across from the athletes hated,himself,tensor(-8.9780),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
98,reflexive_prep_masc,mismatch_sing, The customer across from the athletes hated,themselves,tensor(-5.4038),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
98,reflexive_prep_masc,match_plural, The customers across from the athlete hated,themselves,tensor(-4.2195),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
98,reflexive_prep_masc,mismatch_plural, The customers across from the athlete hated,himself,tensor(-10.0122),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
