task,suite name,condition,prompt,completion,log_prob,prediction
63,center_embed,implaus, The water that the chef,evaporated,tensor(-6.3109),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
63,center_embed,implaus, The water that the chef evaporated,needed,tensor(-9.5053),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
64,center_embed,plaus, The tree that the old man,cut,tensor(-13.6956),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
64,center_embed,plaus, The tree that the old man cut,fell,tensor(-8.7074),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
64,center_embed,implaus, The tree that the old man,fell,tensor(-7.9418),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
64,center_embed,implaus, The tree that the old man fell,cut,tensor(-18.0423),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
65,center_embed,plaus, The letter that the author,wrote,tensor(-5.7945),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
65,center_embed,plaus, The letter that the author wrote,arrived,tensor(-5.3190),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
65,center_embed,implaus, The letter that the author,arrived,tensor(-6.1472),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
65,center_embed,implaus, The letter that the author arrived,wrote,tensor(-7.7229),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
66,center_embed,plaus, The glass that the athlete,hit,tensor(-15.0305),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
66,center_embed,plaus, The glass that the athlete hit,cracked,tensor(-6.6854),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
66,center_embed,implaus, The glass that the athlete,cracked,tensor(-6.4673),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
66,center_embed,implaus, The glass that the athlete cracked,hit,tensor(-13.8710),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
67,center_embed,plaus, The bomb that the terrorist,built,tensor(-12.8186),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
67,center_embed,plaus, The bomb that the terrorist built,exploded,tensor(-2.7100),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
67,center_embed,implaus, The bomb that the terrorist,exploded,tensor(-1.1274),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
67,center_embed,implaus, The bomb that the terrorist exploded,built,tensor(-17.5453),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
68,center_embed,plaus, The meat that the man,cooked,tensor(-6.9494),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
68,center_embed,plaus, The meat that the man cooked,burned,tensor(-7.3294),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
68,center_embed,implaus, The meat that the man,burned,tensor(-8.2927),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
68,center_embed,implaus, The meat that the man burned,cooked,tensor(-7.3453),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
69,center_embed,plaus, The sugar that the visitor,bought,tensor(-7.5154),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
69,center_embed,plaus, The sugar that the visitor bought,dissolved,tensor(-5.5487),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
69,center_embed,implaus, The sugar that the visitor,dissolved,tensor(-5.0316),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
69,center_embed,implaus, The sugar that the visitor dissolved,bought,tensor(-11.4746),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
70,center_embed,plaus, The pants that the woman,bought,tensor(-7.6695),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
70,center_embed,plaus, The pants that the woman bought,ripped,tensor(-7.8486),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
70,center_embed,implaus, The pants that the woman,ripped,tensor(-7.9507),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
70,center_embed,implaus, The pants that the woman ripped,bought,tensor(-10.5639),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
71,center_embed,plaus, The toilet that the worker,fixed,tensor(-12.5926),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
71,center_embed,plaus, The toilet that the worker fixed,clogged,tensor(-6.0679),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
71,center_embed,implaus, The toilet that the worker,clogged,tensor(-7.0631),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
71,center_embed,implaus, The toilet that the worker clogged,fixed,tensor(-14.8258),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
72,center_embed,plaus, The window that the boy,wiped,tensor(-8.2751),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
72,center_embed,plaus, The window that the boy wiped,shattered,tensor(-7.3429),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
72,center_embed,implaus, The window that the boy,shattered,tensor(-7.7421),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
72,center_embed,implaus, The window that the boy shattered,wiped,tensor(-6.8698),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
73,center_embed,plaus, The child that the shadow,frightened,tensor(-5.9430),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
73,center_embed,plaus, The child that the shadow frightened,yelled,tensor(-8.8222),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
73,center_embed,implaus, The child that the shadow,yelled,tensor(-11.5026),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
73,center_embed,implaus, The child that the shadow yelled,frightened,tensor(-7.8171),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
74,reflexive_prep_fem,match_sing, The author next to the senators hurt,herself,tensor(-10.2774),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
74,reflexive_prep_fem,mismatch_sing, The author next to the senators hurt,themselves,tensor(-3.9715),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
74,reflexive_prep_fem,match_plural, The authors next to the senator hurt,themselves,tensor(-3.7764),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
74,reflexive_prep_fem,mismatch_plural, The authors next to the senator hurt,herself,tensor(-11.0077),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
75,reflexive_prep_fem,match_sing, The pilot behind the teachers injured,herself,tensor(-7.3250),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
75,reflexive_prep_fem,mismatch_sing, The pilot behind the teachers injured,themselves,tensor(-5.1957),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
75,reflexive_prep_fem,match_plural, The pilots behind the teacher injured,themselves,tensor(-5.6573),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
75,reflexive_prep_fem,mismatch_plural, The pilots behind the teacher injured,herself,tensor(-8.2218),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
76,reflexive_prep_fem,match_sing, The doctor in front of the guards trusted,herself,tensor(-6.3732),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
76,reflexive_prep_fem,mismatch_sing, The doctor in front of the guards trusted,themselves,tensor(-4.5061),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
76,reflexive_prep_fem,match_plural, The doctors in front of the guard trusted,themselves,tensor(-3.7042),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
76,reflexive_prep_fem,mismatch_plural, The doctors in front of the guard trusted,herself,tensor(-7.6625),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
77,reflexive_prep_fem,match_sing, The farmer near the clerks embarrassed,herself,tensor(-5.9293),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
77,reflexive_prep_fem,mismatch_sing, The farmer near the clerks embarrassed,themselves,tensor(-4.4995),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
77,reflexive_prep_fem,match_plural, The farmers near the clerk embarrassed,themselves,tensor(-3.5326),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
77,reflexive_prep_fem,mismatch_plural, The farmers near the clerk embarrassed,herself,tensor(-5.7894),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
78,reflexive_prep_fem,match_sing, The manager to the side of the architects disguised,herself,tensor(-4.7925),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
78,reflexive_prep_fem,mismatch_sing, The manager to the side of the architects disguised,themselves,tensor(-3.5211),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
78,reflexive_prep_fem,match_plural, The managers to the side of the architect disguised,themselves,tensor(-3.1417),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
78,reflexive_prep_fem,mismatch_plural, The managers to the side of the architect disguised,herself,tensor(-5.0475),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
79,reflexive_prep_fem,match_sing, The customer across from the athletes hated,herself,tensor(-5.6865),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
79,reflexive_prep_fem,mismatch_sing, The customer across from the athletes hated,themselves,tensor(-4.8671),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
79,reflexive_prep_fem,match_plural, The customers across from the athlete hated,themselves,tensor(-4.1962),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
79,reflexive_prep_fem,mismatch_plural, The customers across from the athlete hated,herself,tensor(-5.4468),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
80,reflexive_prep_fem,match_sing, The officer next to the actors doubted,herself,tensor(-6.5860),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
80,reflexive_prep_fem,mismatch_sing, The officer next to the actors doubted,themselves,tensor(-4.7385),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
80,reflexive_prep_fem,match_plural, The officers next to the actor doubted,themselves,tensor(-4.1916),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
80,reflexive_prep_fem,mismatch_plural, The officers next to the actor doubted,herself,tensor(-6.6945),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
81,reflexive_prep_fem,match_sing, The teacher behind the ministers hurt,herself,tensor(-8.8399),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
81,reflexive_prep_fem,mismatch_sing, The teacher behind the ministers hurt,themselves,tensor(-4.4053),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
81,reflexive_prep_fem,match_plural, The teachers behind the minister hurt,themselves,tensor(-4.0549),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
81,reflexive_prep_fem,mismatch_plural, The teachers behind the minister hurt,herself,tensor(-9.7434),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
82,reflexive_prep_fem,match_sing, The senator in front of the actors injured,herself,tensor(-5.6622),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
82,reflexive_prep_fem,mismatch_sing, The senator in front of the actors injured,themselves,tensor(-4.1390),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
82,reflexive_prep_fem,match_plural, The senators in front of the actor injured,themselves,tensor(-3.5371),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
82,reflexive_prep_fem,mismatch_plural, The senators in front of the actor injured,herself,tensor(-6.1477),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
83,reflexive_prep_fem,match_sing, The consultant near the secretaries suspected,herself,tensor(-6.4865),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
83,reflexive_prep_fem,mismatch_sing, The consultant near the secretaries suspected,themselves,tensor(-4.4348),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
83,reflexive_prep_fem,match_plural, The consultants near the secretary suspected,themselves,tensor(-4.2886),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
83,reflexive_prep_fem,mismatch_plural, The consultants near the secretary suspected,herself,tensor(-6.5766),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
84,reflexive_prep_fem,match_sing, The guard to the side of the executives embarrassed,herself,tensor(-5.5923),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
84,reflexive_prep_fem,mismatch_sing, The guard to the side of the executives embarrassed,themselves,tensor(-4.2106),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
84,reflexive_prep_fem,match_plural, The guards to the side of the executive embarrassed,themselves,tensor(-3.5116),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
84,reflexive_prep_fem,mismatch_plural, The guards to the side of the executive embarrassed,herself,tensor(-6.3263),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
85,reflexive_prep_fem,match_sing, The clerk across from the authors disguised,herself,tensor(-4.3136),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
85,reflexive_prep_fem,mismatch_sing, The clerk across from the authors disguised,themselves,tensor(-3.6448),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
85,reflexive_prep_fem,match_plural, The clerks across from the author disguised,themselves,tensor(-3.1889),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
85,reflexive_prep_fem,mismatch_plural, The clerks across from the author disguised,herself,tensor(-4.9928),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
86,reflexive_prep_fem,match_sing, The architect next to the pilots hated,herself,tensor(-7.0164),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
86,reflexive_prep_fem,mismatch_sing, The architect next to the pilots hated,themselves,tensor(-5.0490),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
86,reflexive_prep_fem,match_plural, The architects next to the pilot hated,themselves,tensor(-4.3827),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
86,reflexive_prep_fem,mismatch_plural, The architects next to the pilot hated,herself,tensor(-7.1909),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
87,reflexive_prep_fem,match_sing, The athlete behind the doctors doubted,herself,tensor(-5.1430),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
87,reflexive_prep_fem,mismatch_sing, The athlete behind the doctors doubted,themselves,tensor(-4.2482),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
87,reflexive_prep_fem,match_plural, The athletes behind the doctor doubted,themselves,tensor(-3.8424),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
87,reflexive_prep_fem,mismatch_plural, The athletes behind the doctor doubted,herself,tensor(-5.5929),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
88,reflexive_prep_fem,match_sing, The actor in front of the farmers hurt,herself,tensor(-9.4407),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
88,reflexive_prep_fem,mismatch_sing, The actor in front of the farmers hurt,themselves,tensor(-4.1929),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
88,reflexive_prep_fem,match_plural, The actors in front of the farmer hurt,themselves,tensor(-3.6756),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
88,reflexive_prep_fem,mismatch_plural, The actors in front of the farmer hurt,herself,tensor(-9.6109),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
89,reflexive_prep_fem,match_sing, The minister near the managers injured,herself,tensor(-6.1515),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
89,reflexive_prep_fem,mismatch_sing, The minister near the managers injured,themselves,tensor(-4.0431),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
89,reflexive_prep_fem,match_plural, The ministers near the manager injured,themselves,tensor(-3.3188),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
89,reflexive_prep_fem,mismatch_plural, The ministers near the manager injured,herself,tensor(-6.2606),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
90,reflexive_prep_fem,match_sing, The taxi driver to the side of the customers suspected,herself,tensor(-8.2723),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
90,reflexive_prep_fem,mismatch_sing, The taxi driver to the side of the customers suspected,themselves,tensor(-4.8308),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
90,reflexive_prep_fem,match_plural, The taxi drivers to the side of the customer suspected,themselves,tensor(-4.3825),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
90,reflexive_prep_fem,mismatch_plural, The taxi drivers to the side of the customer suspected,herself,tensor(-7.5253),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
91,reflexive_prep_fem,match_sing, The secretary across from the officers embarrassed,herself,tensor(-4.5486),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
91,reflexive_prep_fem,mismatch_sing, The secretary across from the officers embarrassed,themselves,tensor(-3.8450),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
91,reflexive_prep_fem,match_plural, The secretaries across from the officer embarrassed,themselves,tensor(-3.3183),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
91,reflexive_prep_fem,mismatch_plural, The secretaries across from the officer embarrassed,herself,tensor(-5.0665),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
92,reflexive_prep_fem,match_sing, The executive next to the teachers disguised,herself,tensor(-3.8123),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
92,reflexive_prep_fem,mismatch_sing, The executive next to the teachers disguised,themselves,tensor(-2.9923),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
92,reflexive_prep_fem,match_plural, The executives next to the teacher disguised,themselves,tensor(-2.6458),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
92,reflexive_prep_fem,mismatch_plural, The executives next to the teacher disguised,herself,tensor(-4.3808),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
93,reflexive_prep_masc,match_sing, The author next to the senators hurt,himself,tensor(-7.2029),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
93,reflexive_prep_masc,mismatch_sing, The author next to the senators hurt,themselves,tensor(-3.9715),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
93,reflexive_prep_masc,match_plural, The authors next to the senator hurt,themselves,tensor(-3.7764),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
93,reflexive_prep_masc,mismatch_plural, The authors next to the senator hurt,himself,tensor(-7.2384),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
94,reflexive_prep_masc,match_sing, The pilot behind the teachers injured,himself,tensor(-6.4043),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
94,reflexive_prep_masc,mismatch_sing, The pilot behind the teachers injured,themselves,tensor(-5.1957),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
94,reflexive_prep_masc,match_plural, The pilots behind the teacher injured,themselves,tensor(-5.6573),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
94,reflexive_prep_masc,mismatch_plural, The pilots behind the teacher injured,himself,tensor(-8.0046),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
95,reflexive_prep_masc,match_sing, The doctor in front of the guards suspected,himself,tensor(-9.2692),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
95,reflexive_prep_masc,mismatch_sing, The doctor in front of the guards suspected,themselves,tensor(-4.7373),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
95,reflexive_prep_masc,match_plural, The doctors in front of the guard suspected,themselves,tensor(-4.3320),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
95,reflexive_prep_masc,mismatch_plural, The doctors in front of the guard suspected,himself,tensor(-9.6098),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
96,reflexive_prep_masc,match_sing, The farmer near the clerks embarrassed,himself,tensor(-6.3189),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
96,reflexive_prep_masc,mismatch_sing, The farmer near the clerks embarrassed,themselves,tensor(-4.4995),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
96,reflexive_prep_masc,match_plural, The farmers near the clerk embarrassed,themselves,tensor(-3.5326),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
96,reflexive_prep_masc,mismatch_plural, The farmers near the clerk embarrassed,himself,tensor(-7.7942),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
97,reflexive_prep_masc,match_sing, The manager to the side of the architects disguised,himself,tensor(-5.0959),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
97,reflexive_prep_masc,mismatch_sing, The manager to the side of the architects disguised,themselves,tensor(-3.5211),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
97,reflexive_prep_masc,match_plural, The managers to the side of the architect disguised,themselves,tensor(-3.1417),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
97,reflexive_prep_masc,mismatch_plural, The managers to the side of the architect disguised,himself,tensor(-5.4595),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
98,reflexive_prep_masc,match_sing, The customer across from the athletes hated,himself,tensor(-8.2863),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
98,reflexive_prep_masc,mismatch_sing, The customer across from the athletes hated,themselves,tensor(-4.8671),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
98,reflexive_prep_masc,match_plural, The customers across from the athlete hated,themselves,tensor(-4.1962),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
98,reflexive_prep_masc,mismatch_plural, The customers across from the athlete hated,himself,tensor(-8.7033),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
